checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_length,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
no_checking_account,11,no_credits_taken,radio_television,2735,<100 DM,>7 years,4,male_single,none,4,real_estate,34,none,own,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,42,delay_in_past,radio_television,1089,<100 DM,1_to_4 years,3,male_single,none,4,building_society_savings,39,none,for_free,2,skilled_employee,1,yes_registered,yes,Bad
>200 DM,24,existing_credits_paid_duly,car_used,1576,unknown_no_savings,>7 years,4,male_married_widowed,none,1,car_or_other,31,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,14,existing_credits_paid_duly,furniture_equipment,1317,unknown_no_savings,>7 years,4,male_single,co-applicant,4,unknown_no_property,37,none,own,1,skilled_employee,2,yes_registered,yes,Good
0_to_200 DM,19,critical_account,car_used,1040,<100 DM,>7 years,3,male_single,none,3,unknown_no_property,42,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,25,existing_credits_paid_duly,radio_television,1799,<100 DM,4_to_7 years,2,male_single,none,3,building_society_savings,46,bank,own,4,skilled_employee,1,yes_registered,yes,Good
no_checking_account,20,existing_credits_paid_duly,furniture_equipment,1554,<100 DM,1_to_4 years,3,male_single,none,3,real_estate,44,none,own,1,skilled_employee,2,none,yes,Good
0_to_200 DM,25,existing_credits_paid_duly,car_new,1393,unknown_no_savings,unemployed,4,male_single,co-applicant,2,car_or_other,35,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,13,delay_in_past,car_new,1085,<100 DM,>7 years,2,female_divorced_separated_married,none,3,car_or_other,35,none,for_free,1,skilled_employee,1,yes_registered,yes,Good
>200 DM,21,all_credits_paid_back,radio_television,2261,500_to_1000 DM,1_to_4 years,3,female_single,none,4,building_society_savings,65,none,own,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,10,existing_credits_paid_duly,business,5753,<100 DM,<1 year,4,male_single,none,1,building_society_savings,46,bank,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,19,critical_account,furniture_equipment,1994,100_to_500 DM,4_to_7 years,3,male_single,none,2,building_society_savings,29,none,own,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,13,existing_credits_paid_duly,radio_television,3631,<100 DM,1_to_4 years,4,male_single,guarantor,1,building_society_savings,37,bank,own,2,highly_qualified_employee,1,yes_registered,yes,Bad
no_checking_account,14,existing_credits_paid_duly,radio_television,683,>1000 DM,4_to_7 years,2,male_single,none,2,car_or_other,33,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,35,existing_credits_paid_duly,business,2019,<100 DM,4_to_7 years,2,male_married_widowed,none,4,car_or_other,35,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,32,all_credits_paid_back,repairs,838,100_to_500 DM,1_to_4 years,4,male_single,none,4,unknown_no_property,26,none,for_free,1,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,26,existing_credits_paid_duly,radio_television,643,<100 DM,>7 years,1,male_single,none,4,car_or_other,33,bank,own,3,skilled_employee,2,yes_registered,yes,Good
0_to_200 DM,12,existing_credits_paid_duly,radio_television,1077,500_to_1000 DM,1_to_4 years,2,female_divorced_separated_married,none,3,real_estate,57,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,17,existing_credits_paid_duly,business,4164,unknown_no_savings,1_to_4 years,4,male_married_widowed,none,2,unknown_no_property,42,none,own,2,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,34,all_credits_paid_back,furniture_equipment,3515,<100 DM,1_to_4 years,3,male_single,none,4,car_or_other,19,stores,for_free,1,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,21,critical_account,car_used,2143,unknown_no_savings,4_to_7 years,4,female_divorced_separated_married,none,4,real_estate,49,none,own,1,skilled_employee,1,yes_registered,yes,Good
>200 DM,57,critical_account,car_new,618,<100 DM,>7 years,4,female_divorced_separated_married,co-applicant,3,car_or_other,48,bank,own,1,unskilled_resident,1,yes_registered,yes,Bad
<0 DM,23,critical_account,repairs,1575,<100 DM,1_to_4 years,2,male_single,none,4,building_society_savings,33,stores,own,1,unskilled_resident,2,none,yes,Bad
no_checking_account,21,critical_account,domestic_appliances,2233,<100 DM,4_to_7 years,1,female_single,none,4,car_or_other,43,none,own,2,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,17,existing_credits_paid_duly,car_new,2044,<100 DM,<1 year,4,male_single,none,4,building_society_savings,29,none,rent,1,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,21,critical_account,radio_television,497,100_to_500 DM,>7 years,3,male_single,none,2,car_or_other,32,stores,own,1,unskilled_resident,1,none,yes,Good
0_to_200 DM,18,existing_credits_paid_duly,furniture_equipment,969,500_to_1000 DM,1_to_4 years,2,male_divorced_separated,none,4,real_estate,53,stores,for_free,1,skilled_employee,1,none,yes,Good
0_to_200 DM,27,critical_account,car_new,1728,<100 DM,4_to_7 years,4,male_single,none,1,building_society_savings,34,none,own,1,unemployed_unskilled_non_resident,1,yes_registered,yes,Good
no_checking_account,30,critical_account,business,2631,<100 DM,unemployed,1,male_single,none,2,unknown_no_property,22,none,rent,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,14,critical_account,car_new,388,>1000 DM,<1 year,4,female_single,none,2,car_or_other,36,none,for_free,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,11,critical_account,car_new,1614,unknown_no_savings,1_to_4 years,2,male_single,guarantor,2,real_estate,35,none,own,3,skilled_employee,2,yes_registered,yes,Good
no_checking_account,8,existing_credits_paid_duly,radio_television,1998,<100 DM,>7 years,2,male_married_widowed,none,1,real_estate,49,none,rent,1,skilled_employee,1,none,yes,Good
no_checking_account,25,existing_credits_paid_duly,radio_television,3277,unknown_no_savings,1_to_4 years,2,male_single,none,2,building_society_savings,36,none,rent,1,skilled_employee,1,none,yes,Good
no_checking_account,12,existing_credits_paid_duly,car_new,2936,<100 DM,>7 years,4,male_divorced_separated,none,4,car_or_other,32,none,rent,1,skilled_employee,2,none,yes,Good
no_checking_account,7,existing_credits_paid_duly,radio_television,2718,<100 DM,1_to_4 years,4,male_single,none,4,car_or_other,47,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,23,all_credits_paid_back,radio_television,1032,unknown_no_savings,1_to_4 years,4,male_single,none,4,car_or_other,37,bank,rent,1,skilled_employee,1,none,yes,Good
0_to_200 DM,61,delay_in_past,car_new,475,<100 DM,<1 year,3,female_single,none,2,building_society_savings,30,bank,own,2,skilled_employee,2,yes_registered,yes,Bad
no_checking_account,20,critical_account,car_new,1373,<100 DM,>7 years,3,male_married_widowed,none,3,car_or_other,48,none,own,1,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,29,existing_credits_paid_duly,radio_television,3645,<100 DM,1_to_4 years,2,female_divorced_separated_married,none,4,building_society_savings,38,bank,own,1,skilled_employee,1,yes_registered,no,Bad
<0 DM,20,critical_account,car_used,4795,unknown_no_savings,>7 years,3,female_divorced_separated_married,none,2,real_estate,36,stores,own,2,skilled_employee,1,yes_registered,yes,Bad
<0 DM,19,critical_account,business,2973,unknown_no_savings,>7 years,3,female_divorced_separated_married,none,4,car_or_other,38,bank,own,3,unemployed_unskilled_non_resident,1,yes_registered,yes,Bad
0_to_200 DM,30,critical_account,repairs,2441,<100 DM,>7 years,4,female_single,none,4,unknown_no_property,28,none,rent,3,skilled_employee,1,none,yes,Bad
no_checking_account,17,critical_account,business,2358,<100 DM,1_to_4 years,2,male_married_widowed,none,1,car_or_other,32,none,for_free,2,unskilled_resident,1,none,yes,Bad
no_checking_account,22,existing_credits_paid_duly,car_used,1225,<100 DM,4_to_7 years,4,male_single,none,4,car_or_other,36,none,own,3,skilled_employee,1,none,yes,Good
<0 DM,23,critical_account,business,1650,<100 DM,>7 years,2,male_single,none,4,car_or_other,34,none,own,1,skilled_employee,1,yes_registered,yes,Bad
>200 DM,14,critical_account,furniture_equipment,5815,<100 DM,<1 year,4,male_single,none,1,unknown_no_property,50,none,own,1,skilled_employee,1,none,yes,Good
0_to_200 DM,31,existing_credits_paid_duly,furniture_equipment,934,>1000 DM,4_to_7 years,1,male_single,none,1,building_society_savings,38,none,rent,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,18,existing_credits_paid_duly,car_new,5599,<100 DM,unemployed,3,male_single,none,1,building_society_savings,45,none,for_free,2,skilled_employee,1,none,yes,Good
no_checking_account,14,critical_account,car_new,1443,<100 DM,1_to_4 years,3,male_single,none,2,unknown_no_property,36,stores,own,3,skilled_employee,1,none,yes,Good
no_checking_account,25,existing_credits_paid_duly,radio_television,4572,<100 DM,<1 year,3,male_divorced_separated,none,3,unknown_no_property,47,bank,rent,1,skilled_employee,1,none,yes,Bad
0_to_200 DM,13,delay_in_past,furniture_equipment,675,<100 DM,<1 year,4,female_divorced_separated_married,none,3,building_society_savings,40,bank,for_free,2,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,20,delay_in_past,car_new,2724,unknown_no_savings,1_to_4 years,3,male_married_widowed,co-applicant,2,building_society_savings,36,bank,own,2,unskilled_resident,1,yes_registered,yes,Good
<0 DM,20,existing_credits_paid_duly,radio_television,1079,<100 DM,1_to_4 years,3,male_single,none,4,building_society_savings,36,none,own,3,highly_qualified_employee,1,yes_registered,yes,Good
<0 DM,32,existing_credits_paid_duly,car_used,671,<100 DM,4_to_7 years,4,male_single,none,2,real_estate,28,none,own,2,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,24,critical_account,radio_television,2106,<100 DM,<1 year,4,male_single,none,1,unknown_no_property,41,none,own,3,highly_qualified_employee,2,yes_registered,yes,Bad
no_checking_account,19,existing_credits_paid_duly,furniture_equipment,3665,<100 DM,1_to_4 years,4,male_single,guarantor,2,building_society_savings,36,none,rent,1,unemployed_unskilled_non_resident,1,yes_registered,yes,Good
no_checking_account,29,no_credits_taken,repairs,1000,<100 DM,<1 year,2,male_single,none,3,unknown_no_property,32,none,own,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,37,no_credits_taken,repairs,633,<100 DM,4_to_7 years,4,male_single,none,2,real_estate,48,none,own,1,unskilled_resident,1,yes_registered,yes,Bad
>200 DM,25,existing_credits_paid_duly,furniture_equipment,1695,<100 DM,4_to_7 years,4,male_single,none,2,car_or_other,26,none,rent,1,unemployed_unskilled_non_resident,1,yes_registered,no,Good
no_checking_account,20,critical_account,furniture_equipment,1700,<100 DM,1_to_4 years,3,male_single,none,2,real_estate,32,none,own,1,skilled_employee,1,yes_registered,no,Good
no_checking_account,11,existing_credits_paid_duly,furniture_equipment,2654,<100 DM,4_to_7 years,3,female_divorced_separated_married,guarantor,4,car_or_other,47,stores,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,12,delay_in_past,domestic_appliances,3514,<100 DM,1_to_4 years,2,male_single,none,4,car_or_other,39,stores,own,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,17,existing_credits_paid_duly,car_used,1734,unknown_no_savings,>7 years,2,male_single,none,2,car_or_other,36,none,rent,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,15,existing_credits_paid_duly,car_new,6626,<100 DM,1_to_4 years,2,male_single,none,2,real_estate,38,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,18,critical_account,car_new,2115,<100 DM,1_to_4 years,2,male_single,none,4,real_estate,38,bank,own,1,skilled_employee,2,yes_registered,yes,Bad
no_checking_account,20,critical_account,furniture_equipment,1418,<100 DM,4_to_7 years,4,male_single,none,4,real_estate,25,stores,own,1,skilled_employee,1,none,yes,Good
no_checking_account,25,existing_credits_paid_duly,furniture_equipment,585,<100 DM,unemployed,4,female_divorced_separated_married,none,2,building_society_savings,33,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,19,existing_credits_paid_duly,education,1504,500_to_1000 DM,4_to_7 years,4,male_single,none,4,car_or_other,54,none,own,1,skilled_employee,2,yes_registered,yes,Bad
no_checking_account,25,no_credits_taken,car_new,1428,<100 DM,4_to_7 years,4,female_single,none,3,car_or_other,31,none,own,1,unskilled_resident,1,yes_registered,yes,Good
no_checking_account,20,existing_credits_paid_duly,furniture_equipment,3541,500_to_1000 DM,1_to_4 years,1,female_divorced_separated_married,none,3,car_or_other,33,bank,rent,1,skilled_employee,1,none,yes,Good
0_to_200 DM,8,delay_in_past,domestic_appliances,2499,<100 DM,<1 year,4,male_single,none,4,car_or_other,31,none,own,2,skilled_employee,2,none,yes,Good
<0 DM,13,existing_credits_paid_duly,repairs,791,<100 DM,<1 year,4,male_single,none,4,real_estate,35,none,own,1,skilled_employee,1,none,yes,Bad
no_checking_account,18,existing_credits_paid_duly,furniture_equipment,2039,>1000 DM,>7 years,3,female_divorced_separated_married,none,4,real_estate,31,none,for_free,3,unskilled_resident,2,none,yes,Good
0_to_200 DM,11,existing_credits_paid_duly,furniture_equipment,2893,<100 DM,4_to_7 years,4,male_single,none,1,real_estate,41,bank,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,26,critical_account,car_used,5269,<100 DM,<1 year,4,male_single,none,2,unknown_no_property,38,none,own,4,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,39,critical_account,business,3365,<100 DM,1_to_4 years,3,male_single,none,3,car_or_other,44,none,own,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,34,all_credits_paid_back,car_new,3079,500_to_1000 DM,4_to_7 years,4,male_married_widowed,none,2,real_estate,28,none,for_free,1,skilled_employee,1,yes_registered,yes,Good
>200 DM,18,critical_account,business,1885,<100 DM,>7 years,1,male_single,none,4,real_estate,33,none,own,1,skilled_employee,1,none,yes,Good
>200 DM,39,existing_credits_paid_duly,radio_television,2372,unknown_no_savings,unemployed,2,female_divorced_separated_married,none,4,unknown_no_property,34,none,own,2,skilled_employee,1,none,yes,Good
no_checking_account,21,existing_credits_paid_duly,radio_television,4335,<100 DM,1_to_4 years,3,female_single,none,4,car_or_other,41,none,own,1,skilled_employee,1,none,no,Good
0_to_200 DM,17,critical_account,car_new,711,unknown_no_savings,>7 years,4,male_single,none,4,car_or_other,30,none,rent,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,15,critical_account,furniture_equipment,1415,<100 DM,unemployed,4,male_single,guarantor,2,building_society_savings,46,none,rent,2,highly_qualified_employee,1,yes_registered,yes,Good
<0 DM,17,critical_account,furniture_equipment,1052,500_to_1000 DM,<1 year,4,male_single,none,4,real_estate,49,none,rent,1,unskilled_resident,1,yes_registered,no,Bad
no_checking_account,16,existing_credits_paid_duly,car_new,2357,<100 DM,>7 years,3,male_single,guarantor,4,unknown_no_property,28,bank,own,1,skilled_employee,1,none,yes,Good
no_checking_account,21,existing_credits_paid_duly,radio_television,4277,unknown_no_savings,4_to_7 years,1,male_single,none,2,car_or_other,32,none,rent,1,highly_qualified_employee,1,none,yes,Good
no_checking_account,21,critical_account,business,1190,<100 DM,1_to_4 years,4,female_divorced_separated_married,none,4,building_society_savings,32,none,own,2,skilled_employee,2,yes_registered,yes,Good
<0 DM,20,existing_credits_paid_duly,radio_television,339,<100 DM,<1 year,4,male_single,none,1,unknown_no_property,70,none,own,1,highly_qualified_employee,1,none,yes,Bad
<0 DM,24,existing_credits_paid_duly,radio_television,1354,<100 DM,unemployed,2,female_divorced_separated_married,none,4,car_or_other,32,none,rent,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,34,existing_credits_paid_duly,car_new,3426,<100 DM,1_to_4 years,3,male_married_widowed,none,3,building_society_savings,55,none,own,1,unskilled_resident,1,none,yes,Bad
0_to_200 DM,30,delay_in_past,furniture_equipment,2634,<100 DM,>7 years,4,female_divorced_separated_married,none,2,building_society_savings,26,none,own,1,unskilled_resident,1,none,yes,Good
>200 DM,10,existing_credits_paid_duly,car_new,2439,unknown_no_savings,1_to_4 years,4,male_single,none,4,real_estate,28,none,own,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,6,existing_credits_paid_duly,radio_television,1486,unknown_no_savings,4_to_7 years,3,female_single,none,4,real_estate,30,none,own,1,unemployed_unskilled_non_resident,1,none,yes,Good
0_to_200 DM,30,critical_account,business,738,<100 DM,>7 years,2,male_single,none,2,car_or_other,29,none,own,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,10,existing_credits_paid_duly,radio_television,2593,unknown_no_savings,1_to_4 years,4,male_single,none,1,real_estate,34,none,rent,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,18,existing_credits_paid_duly,car_new,1008,<100 DM,<1 year,4,male_single,none,2,car_or_other,30,none,own,1,skilled_employee,2,yes_registered,yes,Good
0_to_200 DM,11,existing_credits_paid_duly,furniture_equipment,8340,<100 DM,1_to_4 years,3,male_single,none,3,unknown_no_property,29,none,own,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,8,no_credits_taken,radio_television,2695,100_to_500 DM,>7 years,2,male_single,none,4,real_estate,48,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,25,no_credits_taken,furniture_equipment,1204,100_to_500 DM,>7 years,4,male_single,none,4,building_society_savings,49,none,own,1,highly_qualified_employee,1,none,yes,Good
no_checking_account,28,existing_credits_paid_duly,education,1178,unknown_no_savings,<1 year,2,female_single,none,3,car_or_other,46,bank,own,3,skilled_employee,1,yes_registered,yes,Good
no_checking_account,15,critical_account,repairs,1694,<100 DM,4_to_7 years,2,female_single,none,4,car_or_other,41,none,own,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,6,existing_credits_paid_duly,radio_television,1528,100_to_500 DM,1_to_4 years,3,male_married_widowed,none,3,car_or_other,37,none,own,1,skilled_employee,1,none,yes,Good
<0 DM,15,critical_account,furniture_equipment,3951,<100 DM,>7 years,2,male_married_widowed,none,4,building_society_savings,32,none,rent,1,unskilled_resident,2,yes_registered,yes,Good
no_checking_account,23,existing_credits_paid_duly,car_used,2060,<100 DM,<1 year,4,male_single,none,2,building_society_savings,28,stores,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,10,existing_credits_paid_duly,car_new,1083,<100 DM,1_to_4 years,2,male_single,none,2,car_or_other,40,none,for_free,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,21,existing_credits_paid_duly,furniture_equipment,6790,unknown_no_savings,>7 years,4,female_single,none,4,unknown_no_property,27,none,own,1,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,19,existing_credits_paid_duly,furniture_equipment,1871,>1000 DM,1_to_4 years,2,male_single,none,1,building_society_savings,28,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,26,critical_account,radio_television,3096,>1000 DM,1_to_4 years,1,female_single,none,4,unknown_no_property,48,none,own,2,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,21,existing_credits_paid_duly,radio_television,1181,<100 DM,<1 year,2,male_single,none,4,real_estate,58,none,own,1,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,12,existing_credits_paid_duly,car_new,2331,<100 DM,1_to_4 years,4,male_single,none,2,unknown_no_property,40,none,for_free,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,34,critical_account,furniture_equipment,2247,<100 DM,1_to_4 years,4,male_single,none,3,car_or_other,48,bank,rent,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,18,critical_account,car_new,481,<100 DM,>7 years,2,female_single,none,4,building_society_savings,34,none,own,1,highly_qualified_employee,2,yes_registered,yes,Good
<0 DM,19,critical_account,car_new,7410,<100 DM,1_to_4 years,4,female_divorced_separated_married,guarantor,4,car_or_other,26,bank,own,1,highly_qualified_employee,1,none,yes,Good
<0 DM,13,existing_credits_paid_duly,repairs,4462,500_to_1000 DM,1_to_4 years,4,male_single,none,2,real_estate,42,none,own,1,skilled_employee,1,yes_registered,yes,Good
<0 DM,16,critical_account,car_new,1369,<100 DM,4_to_7 years,4,male_single,none,2,real_estate,42,none,for_free,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,13,existing_credits_paid_duly,furniture_equipment,835,<100 DM,<1 year,3,male_single,none,4,real_estate,37,none,own,1,highly_qualified_employee,1,yes_registered,yes,Bad
<0 DM,18,existing_credits_paid_duly,car_new,2306,<100 DM,1_to_4 years,4,male_single,none,3,real_estate,34,none,own,1,skilled_employee,1,yes_registered,yes,Bad
no_checking_account,43,existing_credits_paid_duly,education,1921,<100 DM,4_to_7 years,1,male_single,none,2,building_society_savings,46,bank,own,3,skilled_employee,1,yes_registered,yes,Good
<0 DM,10,existing_credits_paid_duly,radio_television,2319,<100 DM,>7 years,3,male_single,none,2,car_or_other,28,none,own,1,unskilled_resident,1,none,yes,Bad
0_to_200 DM,9,existing_credits_paid_duly,car_new,2067,unknown_no_savings,4_to_7 years,4,male_single,none,4,car_or_other,30,bank,own,3,highly_qualified_employee,1,none,yes,Good
no_checking_account,38,existing_credits_paid_duly,furniture_equipment,2576,100_to_500 DM,4_to_7 years,3,male_single,none,4,real_estate,28,bank,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,18,critical_account,radio_television,4979,>1000 DM,<1 year,2,male_single,none,4,unknown_no_property,37,none,rent,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,14,existing_credits_paid_duly,business,2691,<100 DM,>7 years,2,male_single,none,4,car_or_other,27,bank,own,1,unskilled_resident,2,yes_registered,yes,Good
<0 DM,32,all_credits_paid_back,car_new,867,<100 DM,<1 year,4,female_divorced_separated_married,none,4,unknown_no_property,30,none,own,1,skilled_employee,1,yes_registered,yes,Bad
<0 DM,15,all_credits_paid_back,retraining,4692,<100 DM,>7 years,4,female_single,co-applicant,2,car_or_other,30,none,for_free,2,skilled_employee,1,yes_registered,yes,Good
<0 DM,45,critical_account,business,5701,unknown_no_savings,1_to_4 years,3,male_single,none,4,real_estate,34,bank,own,2,skilled_employee,1,none,yes,Good
<0 DM,27,existing_credits_paid_duly,business,16423,>1000 DM,>7 years,4,male_single,none,1,building_society_savings,25,bank,own,1,skilled_employee,2,none,yes,Bad
0_to_200 DM,16,existing_credits_paid_duly,radio_television,823,<100 DM,4_to_7 years,1,male_single,none,4,car_or_other,37,none,own,1,skilled_employee,1,none,yes,Bad
<0 DM,53,critical_account,radio_television,2143,<100 DM,>7 years,2,male_single,none,3,real_estate,49,none,own,1,unskilled_resident,1,yes_registered,yes,Bad
<0 DM,15,critical_account,furniture_equipment,420,<100 DM,<1 year,4,male_single,none,2,real_estate,37,none,own,2,skilled_employee,1,none,yes,Bad
<0 DM,28,existing_credits_paid_duly,radio_television,2662,100_to_500 DM,1_to_4 years,2,male_single,none,4,real_estate,53,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,22,delay_in_past,radio_television,1231,unknown_no_savings,4_to_7 years,2,male_single,none,4,real_estate,51,none,own,2,skilled_employee,2,none,yes,Bad
<0 DM,36,critical_account,radio_television,6949,<100 DM,>7 years,3,male_single,none,1,building_society_savings,44,none,own,2,unskilled_resident,2,yes_registered,yes,Bad
0_to_200 DM,40,delay_in_past,furniture_equipment,1051,<100 DM,<1 year,4,male_single,none,3,building_society_savings,37,none,own,2,skilled_employee,2,none,yes,Bad
0_to_200 DM,20,existing_credits_paid_duly,radio_television,554,<100 DM,>7 years,2,female_divorced_separated_married,none,2,real_estate,36,none,own,1,unskilled_resident,2,yes_registered,yes,Good
no_checking_account,14,critical_account,repairs,1299,<100 DM,>7 years,4,male_single,none,2,car_or_other,44,none,own,1,highly_qualified_employee,2,yes_registered,yes,Bad
<0 DM,24,existing_credits_paid_duly,car_new,453,<100 DM,1_to_4 years,4,female_divorced_separated_married,none,4,car_or_other,33,none,rent,3,skilled_employee,1,none,yes,Good
no_checking_account,14,existing_credits_paid_duly,education,3058,<100 DM,>7 years,2,female_divorced_separated_married,none,2,building_society_savings,22,none,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,49,existing_credits_paid_duly,radio_television,426,500_to_1000 DM,1_to_4 years,4,female_single,none,4,real_estate,41,none,own,2,skilled_employee,1,none,yes,Bad
<0 DM,21,no_credits_taken,education,1844,500_to_1000 DM,1_to_4 years,3,male_single,none,2,real_estate,27,none,own,1,skilled_employee,2,yes_registered,yes,Good
no_checking_account,17,existing_credits_paid_duly,furniture_equipment,422,<100 DM,1_to_4 years,3,male_single,none,4,building_society_savings,28,none,own,2,highly_qualified_employee,1,yes_registered,yes,Good
no_checking_account,21,critical_account,furniture_equipment,1444,unknown_no_savings,4_to_7 years,4,male_single,none,4,real_estate,36,none,own,1,unskilled_resident,1,yes_registered,yes,Bad
<0 DM,10,no_credits_taken,business,5712,<100 DM,4_to_7 years,4,female_single,none,2,building_society_savings,35,none,own,1,skilled_employee,1,yes_registered,yes,Good
0_to_200 DM,12,existing_credits_paid_duly,car_used,2327,<100 DM,1_to_4 years,2,male_single,none,2,car_or_other,25,bank,own,2,highly_qualified_employee,1,none,yes,Good
no_checking_account,34,existing_credits_paid_duly,education,987,<100 DM,4_to_7 years,3,male_single,none,4,car_or_other,38,none,for_free,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,14,all_credits_paid_back,furniture_equipment,1768,<100 DM,4_to_7 years,3,male_single,none,4,real_estate,46,none,own,2,unskilled_resident,1,yes_registered,yes,Good
<0 DM,12,critical_account,furniture_equipment,1830,<100 DM,4_to_7 years,3,female_single,co-applicant,2,building_society_savings,27,none,own,1,unskilled_resident,1,none,yes,Good
<0 DM,25,existing_credits_paid_duly,car_used,2517,<100 DM,unemployed,3,male_married_widowed,none,3,car_or_other,50,bank,rent,1,unskilled_resident,1,yes_registered,yes,Bad
0_to_200 DM,34,existing_credits_paid_duly,radio_television,694,<100 DM,>7 years,1,male_married_widowed,none,1,unknown_no_property,24,none,own,1,highly_qualified_employee,1,none,yes,Good
0_to_200 DM,27,existing_credits_paid_duly,car_used,2737,unknown_no_savings,1_to_4 years,4,female_divorced_separated_married,none,2,car_or_other,62,bank,own,1,skilled_employee,1,yes_registered,yes,Good
no_checking_account,31,existing_credits_paid_duly,car_new,272,<100 DM,1_to_4 years,3,male_single,none,3,car_or_other,33,none,own,1,highly_qualified_employee,2,yes_registered,yes,Good
0_to_200 DM,14,no_credits_taken,car_used,1163,<100 DM,1_to_4 years,2,male_single,none,1,building_society_savings,37,none,for_free,2,highly_qualified_employee,1,none,yes,Good
0_to_200 DM,10,critical_account,car_new,1284,<100 DM,1_to_4 years,4,male_single,none,4,building_society_savings,22,bank,own,2,skilled_employee,1,none,yes,Good
no_checking_account,39,critical_account,business,2816,100_to_500 DM,>7 years,4,male_married_widowed,none,4,unknown_no_property,36,none,own,1,unskilled_resident,1,yes_registered,yes,Good
<0 DM,17,existing_credits_paid_duly,business,1836,<100 DM,1_to_4 years,3,male_divorced_separated,none,4,real_estate,38,none,own,1,unskilled_resident,1,yes_registered,yes,Good
<0 DM,17,delay_in_past,furniture_equipment,675,unknown_no_savings,>7 years,2,female_divorced_separated_married,none,4,unknown_no_property,35,none,rent,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,36,critical_account,radio_television,907,<100 DM,<1 year,4,male_single,none,4,car_or_other,31,none,own,2,skilled_employee,1,yes_registered,yes,Good
no_checking_account,25,critical_account,furniture_equipment,2077,<100 DM,1_to_4 years,2,female_divorced_separated_married,none,3,car_or_other,28,none,rent,2,skilled_employee,1,none,yes,Good
0_to_200 DM,24,existing_credits_paid_duly,radio_television,1710,<100 DM,>7 years,2,female_divorced_separated_married,none,3,real_estate,48,none,own,2,skilled_employee,1,yes_registered,yes,Bad
0_to_200 DM,53,existing_credits_paid_duly,domestic_appliances,1205,<100 DM,>7 years,4,male_single,none,4,car_or_other,36,none,rent,1,highly_qualified_employee,1,yes_registered,yes,Good
